sov_line_id,description,scheduled_value,previous_billed,this_period,total_billed,pct_complete,balance_to_finish,project_id,application_number
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,369900,38600,408500,66.0,210000,PRJ-2024-002,16
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,354100,39600,393700,66.5,198600,PRJ-2024-002,16
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,278400,28000,306400,66.3,156000,PRJ-2024-002,16
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,2010900,6200,2017100,100.0,300,PRJ-2024-002,17
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,1001300,1900,1003200,100.0,100,PRJ-2024-002,17
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,2260800,130000,2390800,81.3,548900,PRJ-2024-002,17
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,2718400,135400,2853800,81.1,663900,PRJ-2024-002,17
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,2079300,117700,2197000,81.5,498500,PRJ-2024-002,17
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,1530900,80400,1611300,81.2,373000,PRJ-2024-002,17
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,3496500,189300,3685800,81.2,853200,PRJ-2024-002,17
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,2178000,126600,2304600,81.5,522400,PRJ-2024-002,17
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,1901700,107400,2009100,81.6,452800,PRJ-2024-002,17
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,1298900,83200,1382100,76.4,427100,PRJ-2024-002,17
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,811700,54500,866200,76.2,270300,PRJ-2024-002,17
PRJ-2024-002-SOV-12,Insulation,1655300,1185700,73800,1259500,76.1,395800,PRJ-2024-002,17
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,408500,33300,441800,71.4,176700,PRJ-2024-002,17
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,393700,34500,428200,72.3,164100,PRJ-2024-002,17
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,306400,27400,333800,72.2,128600,PRJ-2024-002,17
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,2017100,300,2017400,100.0,0,PRJ-2024-002,18
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,1003200,100,1003300,100.0,0,PRJ-2024-002,18
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,2390800,119500,2510300,85.4,429400,PRJ-2024-002,18
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,2853800,144000,2997800,85.2,519900,PRJ-2024-002,18
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,2197000,114700,2311700,85.8,383800,PRJ-2024-002,18
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,1611300,88200,1699500,85.6,284800,PRJ-2024-002,18
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,3685800,201400,3887200,85.6,651800,PRJ-2024-002,18
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,2304600,110000,2414600,85.4,412400,PRJ-2024-002,18
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,2009100,91600,2100700,85.3,361200,PRJ-2024-002,18
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,1382100,83700,1465800,81.0,343400,PRJ-2024-002,18
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,866200,55900,922100,81.1,214400,PRJ-2024-002,18
PRJ-2024-002-SOV-12,Insulation,1655300,1259500,82400,1341900,81.1,313400,PRJ-2024-002,18
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,441800,38700,480500,77.7,138000,PRJ-2024-002,18
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,428200,34200,462400,78.1,129900,PRJ-2024-002,18
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,333800,25800,359600,77.8,102800,PRJ-2024-002,18
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,2510300,115400,2625700,89.3,314000,PRJ-2024-002,19
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,2997800,154200,3152000,89.6,365700,PRJ-2024-002,19
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,2311700,111400,2423100,89.9,272400,PRJ-2024-002,19
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,1699500,73900,1773400,89.4,210900,PRJ-2024-002,19
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,3887200,197200,4084400,90.0,454600,PRJ-2024-002,19
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,2414600,122400,2537000,89.7,290000,PRJ-2024-002,19
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,2100700,105000,2205700,89.6,256200,PRJ-2024-002,19
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,1465800,83600,1549400,85.6,259800,PRJ-2024-002,19
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,922100,50300,972400,85.6,164100,PRJ-2024-002,19
PRJ-2024-002-SOV-12,Insulation,1655300,1341900,82500,1424400,86.1,230900,PRJ-2024-002,19
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,480500,36900,517400,83.7,101100,PRJ-2024-002,19
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,462400,32400,494800,83.5,97500,PRJ-2024-002,19
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,359600,27500,387100,83.7,75300,PRJ-2024-002,19
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,2625700,124800,2750500,93.6,189200,PRJ-2024-002,20
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,3152000,157100,3309100,94.1,208600,PRJ-2024-002,20
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,2423100,111700,2534800,94.0,160700,PRJ-2024-002,20
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,1773400,83600,1857000,93.6,127300,PRJ-2024-002,20
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,4084400,180300,4264700,94.0,274300,PRJ-2024-002,20
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,2537000,115700,2652700,93.8,174300,PRJ-2024-002,20
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,2205700,100900,2306600,93.7,155300,PRJ-2024-002,20
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,1549400,96100,1645500,91.0,163700,PRJ-2024-002,20
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,972400,54300,1026700,90.3,109800,PRJ-2024-002,20
PRJ-2024-002-SOV-12,Insulation,1655300,1424400,77700,1502100,90.7,153200,PRJ-2024-002,20
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,517400,33000,550400,89.0,68100,PRJ-2024-002,20
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,494800,35600,530400,89.5,61900,PRJ-2024-002,20
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,387100,25400,412500,89.2,49900,PRJ-2024-002,20
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,2750500,127700,2878200,97.9,61500,PRJ-2024-002,21
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,3309100,132000,3441100,97.8,76600,PRJ-2024-002,21
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,2534800,106400,2641200,98.0,54300,PRJ-2024-002,21
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,1857000,81200,1938200,97.7,46100,PRJ-2024-002,21
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,4264700,188600,4453300,98.1,85700,PRJ-2024-002,21
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,2652700,116400,2769100,98.0,57900,PRJ-2024-002,21
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,2306600,110200,2416800,98.2,45100,PRJ-2024-002,21
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,1645500,88300,1733800,95.8,75400,PRJ-2024-002,21
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,1026700,59700,1086400,95.6,50100,PRJ-2024-002,21
PRJ-2024-002-SOV-12,Insulation,1655300,1502100,80900,1583000,95.6,72300,PRJ-2024-002,21
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,550400,38900,589300,95.3,29200,PRJ-2024-002,21
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,530400,34800,565200,95.4,27100,PRJ-2024-002,21
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,412500,26100,438600,94.9,23800,PRJ-2024-002,21
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,2878200,16900,2895100,98.5,44600,PRJ-2024-002,24
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,3441100,23800,3464900,98.5,52800,PRJ-2024-002,24
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,2641200,14400,2655600,98.5,39900,PRJ-2024-002,24
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,1938200,15700,1953900,98.5,30400,PRJ-2024-002,24
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,4453300,19000,4472300,98.5,66700,PRJ-2024-002,24
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,2769100,15800,2784900,98.5,42100,PRJ-2024-002,24
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,2416800,9100,2425900,98.5,36000,PRJ-2024-002,24
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,1733800,4400,1738200,96.1,71000,PRJ-2024-002,24
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,1086400,5000,1091400,96.0,45100,PRJ-2024-002,24
PRJ-2024-002-SOV-12,Insulation,1655300,1583000,7000,1590000,96.1,65300,PRJ-2024-002,24
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,589300,4200,593500,96.0,25000,PRJ-2024-002,24
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,565200,3100,568300,95.9,24000,PRJ-2024-002,24
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,438600,4800,443400,95.9,19000,PRJ-2024-002,24
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,2895100,43100,2938200,99.9,1500,PRJ-2024-002,25
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,3464900,45600,3510500,99.8,7200,PRJ-2024-002,25
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,2655600,36400,2692000,99.9,3500,PRJ-2024-002,25
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,1953900,27500,1981400,99.9,2900,PRJ-2024-002,25
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,4472300,57600,4529900,99.8,9100,PRJ-2024-002,25
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,2784900,34800,2819700,99.7,7300,PRJ-2024-002,25
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,2425900,30300,2456200,99.8,5700,PRJ-2024-002,25
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,1738200,25500,1763700,97.5,45500,PRJ-2024-002,25
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,1091400,18500,1109900,97.7,26600,PRJ-2024-002,25
PRJ-2024-002-SOV-12,Insulation,1655300,1590000,25800,1615800,97.6,39500,PRJ-2024-002,25
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,593500,11500,605000,97.8,13500,PRJ-2024-002,25
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,568300,11600,579900,97.9,12400,PRJ-2024-002,25
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,443400,9100,452500,97.9,9900,PRJ-2024-002,25
PRJ-2024-003-SOV-01,General Conditions & Project Management,344700,0,61600,61600,17.9,283100,PRJ-2024-003,2
PRJ-2024-003-SOV-02,Submittals & Engineering,140800,0,25700,25700,18.3,115100,PRJ-2024-003,2
PRJ-2024-003-SOV-03,Ductwork - Fabrication,520300,0,71200,71200,13.7,449100,PRJ-2024-003,2
PRJ-2024-003-SOV-04,Ductwork - Installation,647400,0,88100,88100,13.6,559300,PRJ-2024-003,2
PRJ-2024-003-SOV-05,Piping - Hydronic Systems,524500,0,66500,66500,12.7,458000,PRJ-2024-003,2
PRJ-2024-003-SOV-06,Piping - Refrigerant,352400,0,48100,48100,13.6,304300,PRJ-2024-003,2
PRJ-2024-003-SOV-07,Equipment - RTUs/AHUs,661300,0,85200,85200,12.9,576100,PRJ-2024-003,2
PRJ-2024-003-SOV-08,Equipment - Chillers/Boilers,528800,0,74800,74800,14.1,454000,PRJ-2024-003,2
PRJ-2024-003-SOV-09,Equipment - Terminal Units (VAV/FCU),492800,0,70000,70000,14.2,422800,PRJ-2024-003,2
PRJ-2024-003-SOV-01,General Conditions & Project Management,344700,61600,60800,122400,35.5,222300,PRJ-2024-003,3
PRJ-2024-003-SOV-02,Submittals & Engineering,140800,25700,26500,52200,37.1,88600,PRJ-2024-003,3
PRJ-2024-003-SOV-03,Ductwork - Fabrication,520300,71200,68500,139700,26.8,380600,PRJ-2024-003,3
PRJ-2024-003-SOV-04,Ductwork - Installation,647400,88100,85700,173800,26.8,473600,PRJ-2024-003,3
PRJ-2024-003-SOV-05,Piping - Hydronic Systems,524500,66500,81100,147600,28.1,376900,PRJ-2024-003,3
PRJ-2024-003-SOV-06,Piping - Refrigerant,352400,48100,45600,93700,26.6,258700,PRJ-2024-003,3
PRJ-2024-003-SOV-07,Equipment - RTUs/AHUs,661300,85200,94600,179800,27.2,481500,PRJ-2024-003,3
PRJ-2024-003-SOV-08,Equipment - Chillers/Boilers,528800,74800,76200,151000,28.6,377800,PRJ-2024-003,3
PRJ-2024-003-SOV-09,Equipment - Terminal Units (VAV/FCU),492800,70000,63900,133900,27.2,358900,PRJ-2024-003,3
PRJ-2024-003-SOV-10,Controls - DDC/BAS Installation,487000,0,68800,68800,14.1,418200,PRJ-2024-003,3
PRJ-2024-003-SOV-11,Controls - Programming & Commissioning,198600,0,29400,29400,14.8,169200,PRJ-2024-003,3
PRJ-2024-003-SOV-12,Insulation,316900,0,43700,43700,13.8,273200,PRJ-2024-003,3
PRJ-2024-003-SOV-01,General Conditions & Project Management,344700,122400,2726,125126,36.3,219574,PRJ-2024-003,4
PRJ-2024-003-SOV-02,Submittals & Engineering,140800,52200,-1090,51110,36.3,89690,PRJ-2024-003,4
PRJ-2024-003-SOV-03,Ductwork - Fabrication,520300,139700,-3381,136319,26.200000000000003,383981,PRJ-2024-003,4
PRJ-2024-003-SOV-04,Ductwork - Installation,647400,173800,-10655,163145,25.200000000000003,484255,PRJ-2024-003,4
PRJ-2024-003-SOV-05,Piping - Hydronic Systems,524500,147600,-9657,137943,26.299999999999997,386557,PRJ-2024-003,4
PRJ-2024-003-SOV-06,Piping - Refrigerant,352400,93700,-1371,92329,26.200000000000003,260071,PRJ-2024-003,4
PRJ-2024-003-SOV-07,Equipment - RTUs/AHUs,661300,179800,-11168,168632,25.5,492668,PRJ-2024-003,4
PRJ-2024-003-SOV-08,Equipment - Chillers/Boilers,528800,151000,-14570,136430,25.799999999999997,392370,PRJ-2024-003,4
PRJ-2024-003-SOV-09,Equipment - Terminal Units (VAV/FCU),492800,133900,-9222,124678,25.299999999999997,368122,PRJ-2024-003,4
PRJ-2024-003-SOV-10,Controls - DDC/BAS Installation,487000,68800,-2568,66232,13.600000000000001,420768,PRJ-2024-003,4
PRJ-2024-003-SOV-11,Controls - Programming & Commissioning,198600,29400,-2589,26811,13.5,171789,PRJ-2024-003,4
PRJ-2024-003-SOV-12,Insulation,316900,43700,983,44683,14.100000000000001,272217,PRJ-2024-003,4
PRJ-2024-003-SOV-13,"Testing, Adjusting & Balancing (TAB)",113800,0,-1821,-1821,-1.5999999999999996,115621,PRJ-2024-003,4
PRJ-2024-003-SOV-14,Startup & Commissioning Support,110700,0,-2325,-2325,-2.0999999999999996,113025,PRJ-2024-003,4
PRJ-2024-003-SOV-15,Closeout Documentation & Training,104000,0,-2392,-2392,-2.3,106392,PRJ-2024-003,4
PRJ-2024-003-SOV-01,General Conditions & Project Management,344700,159600,35300,194900,56.5,149800,PRJ-2024-003,5
PRJ-2024-003-SOV-02,Submittals & Engineering,140800,65200,12700,77900,55.3,62900,PRJ-2024-003,5
PRJ-2024-003-SOV-03,Ductwork - Fabrication,520300,188300,35300,223600,43.0,296700,PRJ-2024-003,5
PRJ-2024-003-SOV-04,Ductwork - Installation,647400,228200,51300,279500,43.2,367900,PRJ-2024-003,5
PRJ-2024-003-SOV-05,Piping - Hydronic Systems,524500,190300,35800,226100,43.1,298400,PRJ-2024-003,5
PRJ-2024-003-SOV-06,Piping - Refrigerant,352400,127400,22900,150300,42.7,202100,PRJ-2024-003,5
PRJ-2024-003-SOV-07,Equipment - RTUs/AHUs,661300,234800,51600,286400,43.3,374900,PRJ-2024-003,5
PRJ-2024-003-SOV-08,Equipment - Chillers/Boilers,528800,189400,40800,230200,43.5,298600,PRJ-2024-003,5
PRJ-2024-003-SOV-09,Equipment - Terminal Units (VAV/FCU),492800,174100,34600,208700,42.3,284100,PRJ-2024-003,5
PRJ-2024-003-SOV-10,Controls - DDC/BAS Installation,487000,115100,44400,159500,32.8,327500,PRJ-2024-003,5
PRJ-2024-003-SOV-11,Controls - Programming & Commissioning,198600,46600,16400,63000,31.7,135600,PRJ-2024-003,5
PRJ-2024-003-SOV-12,Insulation,316900,76300,26000,102300,32.3,214600,PRJ-2024-003,5
PRJ-2024-003-SOV-13,"Testing, Adjusting & Balancing (TAB)",113800,9600,11500,21100,18.5,92700,PRJ-2024-003,5
PRJ-2024-003-SOV-14,Startup & Commissioning Support,110700,8700,11700,20400,18.4,90300,PRJ-2024-003,5
PRJ-2024-003-SOV-15,Closeout Documentation & Training,104000,8000,10800,18800,18.1,85200,PRJ-2024-003,5
PRJ-2024-003-SOV-01,General Conditions & Project Management,344700,194900,31400,226300,65.7,118400,PRJ-2024-003,6
PRJ-2024-003-SOV-02,Submittals & Engineering,140800,77900,12900,90800,64.5,50000,PRJ-2024-003,6
PRJ-2024-003-SOV-03,Ductwork - Fabrication,520300,223600,37600,261200,50.2,259100,PRJ-2024-003,6
PRJ-2024-003-SOV-04,Ductwork - Installation,647400,279500,44500,324000,50.0,323400,PRJ-2024-003,6
PRJ-2024-003-SOV-05,Piping - Hydronic Systems,524500,226100,39000,265100,50.5,259400,PRJ-2024-003,6
PRJ-2024-003-SOV-06,Piping - Refrigerant,352400,150300,26500,176800,50.2,175600,PRJ-2024-003,6
PRJ-2024-003-SOV-07,Equipment - RTUs/AHUs,661300,286400,46600,333000,50.4,328300,PRJ-2024-003,6
PRJ-2024-003-SOV-08,Equipment - Chillers/Boilers,528800,230200,37000,267200,50.5,261600,PRJ-2024-003,6
PRJ-2024-003-SOV-09,Equipment - Terminal Units (VAV/FCU),492800,208700,37100,245800,49.9,247000,PRJ-2024-003,6
PRJ-2024-003-SOV-10,Controls - DDC/BAS Installation,487000,159500,36700,196200,40.3,290800,PRJ-2024-003,6
PRJ-2024-003-SOV-11,Controls - Programming & Commissioning,198600,63000,18300,81300,40.9,117300,PRJ-2024-003,6
PRJ-2024-003-SOV-12,Insulation,316900,102300,25200,127500,40.2,189400,PRJ-2024-003,6
PRJ-2024-003-SOV-13,"Testing, Adjusting & Balancing (TAB)",113800,21100,11000,32100,28.2,81700,PRJ-2024-003,6
PRJ-2024-003-SOV-14,Startup & Commissioning Support,110700,20400,11300,31700,28.6,79000,PRJ-2024-003,6
PRJ-2024-003-SOV-15,Closeout Documentation & Training,104000,18800,10300,29100,28.0,74900,PRJ-2024-003,6
PRJ-2024-003-SOV-01,General Conditions & Project Management,344700,226300,31100,257400,74.7,87300,PRJ-2024-003,7
PRJ-2024-003-SOV-02,Submittals & Engineering,140800,90800,14700,105500,74.9,35300,PRJ-2024-003,7
PRJ-2024-003-SOV-03,Ductwork - Fabrication,520300,261200,38400,299600,57.6,220700,PRJ-2024-003,7
PRJ-2024-003-SOV-04,Ductwork - Installation,647400,324000,43800,367800,56.8,279600,PRJ-2024-003,7
PRJ-2024-003-SOV-05,Piping - Hydronic Systems,524500,265100,37900,303000,57.8,221500,PRJ-2024-003,7
PRJ-2024-003-SOV-06,Piping - Refrigerant,352400,176800,24200,201000,57.0,151400,PRJ-2024-003,7
PRJ-2024-003-SOV-07,Equipment - RTUs/AHUs,661300,333000,48800,381800,57.7,279500,PRJ-2024-003,7
PRJ-2024-003-SOV-08,Equipment - Chillers/Boilers,528800,267200,35600,302800,57.3,226000,PRJ-2024-003,7
PRJ-2024-003-SOV-09,Equipment - Terminal Units (VAV/FCU),492800,245800,37200,283000,57.4,209800,PRJ-2024-003,7
PRJ-2024-003-SOV-10,Controls - DDC/BAS Installation,487000,196200,40600,236800,48.6,250200,PRJ-2024-003,7
PRJ-2024-003-SOV-11,Controls - Programming & Commissioning,198600,81300,14800,96100,48.4,102500,PRJ-2024-003,7
PRJ-2024-003-SOV-12,Insulation,316900,127500,28000,155500,49.1,161400,PRJ-2024-003,7
PRJ-2024-003-SOV-13,"Testing, Adjusting & Balancing (TAB)",113800,32100,11900,44000,38.7,69800,PRJ-2024-003,7
PRJ-2024-003-SOV-14,Startup & Commissioning Support,110700,31700,10900,42600,38.5,68100,PRJ-2024-003,7
PRJ-2024-003-SOV-15,Closeout Documentation & Training,104000,29100,10600,39700,38.2,64300,PRJ-2024-003,7
PRJ-2024-003-SOV-01,General Conditions & Project Management,344700,257400,30100,287500,83.4,57200,PRJ-2024-003,8
PRJ-2024-003-SOV-02,Submittals & Engineering,140800,105500,12100,117600,83.5,23200,PRJ-2024-003,8
PRJ-2024-003-SOV-03,Ductwork - Fabrication,520300,299600,38000,337600,64.9,182700,PRJ-2024-003,8
PRJ-2024-003-SOV-04,Ductwork - Installation,647400,367800,46700,414500,64.0,232900,PRJ-2024-003,8
PRJ-2024-003-SOV-05,Piping - Hydronic Systems,524500,303000,34900,337900,64.4,186600,PRJ-2024-003,8
PRJ-2024-003-SOV-06,Piping - Refrigerant,352400,201000,25100,226100,64.2,126300,PRJ-2024-003,8
PRJ-2024-003-SOV-07,Equipment - RTUs/AHUs,661300,381800,43300,425100,64.3,236200,PRJ-2024-003,8
PRJ-2024-003-SOV-08,Equipment - Chillers/Boilers,528800,302800,38700,341500,64.6,187300,PRJ-2024-003,8
PRJ-2024-003-SOV-09,Equipment - Terminal Units (VAV/FCU),492800,283000,37000,320000,64.9,172800,PRJ-2024-003,8
PRJ-2024-003-SOV-10,Controls - DDC/BAS Installation,487000,236800,42200,279000,57.3,208000,PRJ-2024-003,8
PRJ-2024-003-SOV-11,Controls - Programming & Commissioning,198600,96100,15900,112000,56.4,86600,PRJ-2024-003,8
PRJ-2024-003-SOV-12,Insulation,316900,155500,23900,179400,56.6,137500,PRJ-2024-003,8
PRJ-2024-003-SOV-13,"Testing, Adjusting & Balancing (TAB)",113800,44000,11100,55100,48.4,58700,PRJ-2024-003,8
PRJ-2024-003-SOV-14,Startup & Commissioning Support,110700,42600,11600,54200,49.0,56500,PRJ-2024-003,8
PRJ-2024-003-SOV-15,Closeout Documentation & Training,104000,39700,9800,49500,47.6,54500,PRJ-2024-003,8
PRJ-2024-003-SOV-01,General Conditions & Project Management,344700,287500,32100,319600,92.7,25100,PRJ-2024-003,9
PRJ-2024-003-SOV-02,Submittals & Engineering,140800,117600,13000,130600,92.8,10200,PRJ-2024-003,9
PRJ-2024-003-SOV-03,Ductwork - Fabrication,520300,337600,33100,370700,71.2,149600,PRJ-2024-003,9
PRJ-2024-003-SOV-04,Ductwork - Installation,647400,414500,45800,460300,71.1,187100,PRJ-2024-003,9
PRJ-2024-003-SOV-05,Piping - Hydronic Systems,524500,337900,37300,375200,71.5,149300,PRJ-2024-003,9
PRJ-2024-003-SOV-06,Piping - Refrigerant,352400,226100,26400,252500,71.7,99900,PRJ-2024-003,9
PRJ-2024-003-SOV-07,Equipment - RTUs/AHUs,661300,425100,51900,477000,72.1,184300,PRJ-2024-003,9
PRJ-2024-003-SOV-08,Equipment - Chillers/Boilers,528800,341500,34000,375500,71.0,153300,PRJ-2024-003,9
PRJ-2024-003-SOV-09,Equipment - Terminal Units (VAV/FCU),492800,320000,31700,351700,71.4,141100,PRJ-2024-003,9
PRJ-2024-003-SOV-10,Controls - DDC/BAS Installation,487000,279000,37700,316700,65.0,170300,PRJ-2024-003,9
PRJ-2024-003-SOV-11,Controls - Programming & Commissioning,198600,112000,17200,129200,65.1,69400,PRJ-2024-003,9
PRJ-2024-003-SOV-12,Insulation,316900,179400,25800,205200,64.8,111700,PRJ-2024-003,9
PRJ-2024-003-SOV-13,"Testing, Adjusting & Balancing (TAB)",113800,55100,10800,65900,57.9,47900,PRJ-2024-003,9
PRJ-2024-003-SOV-14,Startup & Commissioning Support,110700,54200,10200,64400,58.2,46300,PRJ-2024-003,9
PRJ-2024-003-SOV-15,Closeout Documentation & Training,104000,49500,11700,61200,58.8,42800,PRJ-2024-003,9
PRJ-2024-003-SOV-01,General Conditions & Project Management,344700,319600,24000,343600,99.7,1100,PRJ-2024-003,10
PRJ-2024-003-SOV-02,Submittals & Engineering,140800,130600,9300,139900,99.4,900,PRJ-2024-003,10
PRJ-2024-003-SOV-03,Ductwork - Fabrication,520300,370700,37700,408400,78.5,111900,PRJ-2024-003,10
PRJ-2024-003-SOV-04,Ductwork - Installation,647400,460300,45200,505500,78.1,141900,PRJ-2024-003,10
PRJ-2024-003-SOV-05,Piping - Hydronic Systems,524500,375200,39200,414400,79.0,110100,PRJ-2024-003,10
PRJ-2024-003-SOV-06,Piping - Refrigerant,352400,252500,24100,276600,78.5,75800,PRJ-2024-003,10
PRJ-2024-003-SOV-07,Equipment - RTUs/AHUs,661300,477000,45900,522900,79.1,138400,PRJ-2024-003,10
PRJ-2024-003-SOV-08,Equipment - Chillers/Boilers,528800,375500,37900,413400,78.2,115400,PRJ-2024-003,10
PRJ-2024-003-SOV-09,Equipment - Terminal Units (VAV/FCU),492800,351700,37400,389100,79.0,103700,PRJ-2024-003,10
PRJ-2024-003-SOV-10,Controls - DDC/BAS Installation,487000,316700,39600,356300,73.2,130700,PRJ-2024-003,10
PRJ-2024-003-SOV-11,Controls - Programming & Commissioning,198600,129200,15400,144600,72.8,54000,PRJ-2024-003,10
PRJ-2024-003-SOV-12,Insulation,316900,205200,25400,230600,72.8,86300,PRJ-2024-003,10
PRJ-2024-003-SOV-13,"Testing, Adjusting & Balancing (TAB)",113800,65900,12400,78300,68.8,35500,PRJ-2024-003,10
PRJ-2024-003-SOV-14,Startup & Commissioning Support,110700,64400,11800,76200,68.8,34500,PRJ-2024-003,10
PRJ-2024-003-SOV-15,Closeout Documentation & Training,104000,61200,9100,70300,67.6,33700,PRJ-2024-003,10
PRJ-2024-003-SOV-01,General Conditions & Project Management,344700,343600,1000,344600,100.0,100,PRJ-2024-003,11
PRJ-2024-003-SOV-02,Submittals & Engineering,140800,139900,800,140700,99.9,100,PRJ-2024-003,11
PRJ-2024-003-SOV-03,Ductwork - Fabrication,520300,408400,39300,447700,86.0,72600,PRJ-2024-003,11
