project_id,note_id,date,author,note_type,content,photos_attached,weather,temp_high,temp_low
PRJ-2024-003,b7ea11e7,2024-06-14,K. Thompson,Daily Report,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: 3 days behind. RFIs pending: 6.",5,Rain,98,45
PRJ-2024-003,a44f5790,2024-06-17,R. Williams,Issue Log,Met with drywall foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,1,Hot,60,53
PRJ-2024-003,07488c29,2024-06-18,R. Williams,Daily Report,"Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Set 3 VAV boxes, awaiting controls.",3,Hot,77,45
PRJ-2024-003,fe7efcc0,2024-06-19,M. Chen,Inspection Note,Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Completed piping pressure test - passed.,2,Rain,78,65
PRJ-2024-003,24a515c7,2024-06-20,J. Martinez,Inspection Note,Received delivery of VAV boxes - 101 units. All accounted for. Staged at loading dock.,4,Rain,98,57
PRJ-2024-003,583380e2,2024-06-24,K. Thompson,Safety Log,Working in mechanical room - 73% complete this zone. Remaining: controls terminations.,2,Cloudy,64,59
PRJ-2024-003,7ff5f6b9,2024-06-25,R. Williams,Issue Log,Working in floors 4-6 - 67% complete this zone. Remaining: final connections.,4,Hot,91,41
PRJ-2024-003,b190c925,2024-06-26,J. Martinez,Issue Log,Met with drywall foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,1,Cloudy,87,71
PRJ-2024-003,368d5e9c,2024-06-27,K. Thompson,Daily Report,Working in mechanical room - 69% complete this zone. Remaining: insulation and startup.,3,Rain,56,58
PRJ-2024-003,fe4fc706,2024-07-01,R. Williams,Safety Log,Received delivery of insulation - 143 units. Matched PO. Staged at floor 3 staging.,2,Hot,61,42
PRJ-2024-003,4bf5ab1e,2024-07-02,R. Williams,Issue Log,"Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Set 3 VAV boxes, awaiting controls.",2,Hot,64,54
PRJ-2024-003,772c8ae4,2024-07-05,M. Chen,Coordination Note,TAB contractor on site - balancing VAV system floor 2. Initial readings: all zones balanced. Adjustments: none required.,3,Clear,66,62
PRJ-2024-003,d4e0ca20,2024-07-08,M. Chen,Issue Log,Equipment startup for RTU-1. Minor vibration issue - balancing tomorrow. Punch list items: 3 minor items.,3,Cold,77,39
PRJ-2024-003,26edba70,2024-07-09,J. Martinez,Inspection Note,Equipment startup for RTU-1. Successful - all parameters normal. Punch list items: damper actuator adjustment.,3,Clear,86,65
PRJ-2024-003,22b4b912,2024-07-10,K. Thompson,Safety Log,Equipment startup for AHU-2. Successful - all parameters normal. Punch list items: 3 minor items.,1,Cold,95,35
PRJ-2024-003,5f359ef6,2024-07-11,J. Martinez,Issue Log,Equipment startup for AHU-2. Successful - all parameters normal. Punch list items: none.,4,Cloudy,82,41
PRJ-2024-003,7ce68051,2024-07-12,R. Williams,Issue Log,Received delivery of RTU - 33 units. Short 2 boxes - claim filed. Staged at floor 3 staging.,1,Clear,92,67
PRJ-2024-003,2e1483ca,2024-07-17,R. Williams,Coordination Note,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: critical - recovery plan in place. RFIs pending: 3.",2,Clear,90,42
PRJ-2024-003,e9e03115,2024-07-19,K. Thompson,Safety Log,TAB contractor on site - balancing AHU-1 supply. Initial readings: flow low on 3 boxes. Adjustments: damper repositioning.,4,Hot,69,72
PRJ-2024-003,2282f2ea,2024-07-22,M. Chen,Inspection Note,Met with drywall foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,2,Hot,78,70
PRJ-2024-003,02106f58,2024-07-23,M. Chen,Coordination Note,"Crew arrived 0700. Weather: Partly cloudy, 65°F. 8 workers on site. Focus today: piping rough-in mechanical room. Ahead of plan.",1,Cold,57,58
PRJ-2024-003,c356a21b,2024-07-24,K. Thompson,Coordination Note,Working in penthouse - 50% complete this zone. Remaining: controls terminations.,0,Clear,94,38
PRJ-2024-003,3a13df9a,2024-07-29,K. Thompson,Coordination Note,TAB contractor on site - balancing AHU-1 supply. Initial readings: CFM within 5% of design. Adjustments: none required.,1,Clear,71,45
PRJ-2024-003,9df62b78,2024-07-31,M. Chen,Coordination Note,Met with drywall foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,1,Clear,60,74
PRJ-2024-003,8a9d1ac1,2024-08-02,K. Thompson,Issue Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: ahead 2 days. RFIs pending: 15.",2,Rain,58,49
PRJ-2024-003,ff88cf25,2024-08-05,M. Chen,Daily Report,TAB contractor on site - balancing AHU-1 supply. Initial readings: CFM within 5% of design. Adjustments: VFD reprogramming.,1,Hot,96,68
PRJ-2024-003,417f2145,2024-08-07,J. Martinez,Daily Report,Working in floors 4-6 - 67% complete this zone. Remaining: final connections.,2,Rain,74,53
PRJ-2024-003,d8255358,2024-08-08,K. Thompson,Issue Log,"Crew arrived 0630. Weather: Cold, 35°F. 15 workers on site. Focus today: startup AHU-2. Waiting on RFI response to proceed.",0,Cold,75,59
PRJ-2024-003,1fa759e7,2024-08-09,M. Chen,Daily Report,Design discrepancy encountered: wrong size fittings delivered. Resolution: Workaround implemented. Impact: schedule neutral.,4,Clear,62,58
PRJ-2024-003,4ecfe27e,2024-08-12,M. Chen,Inspection Note,Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Continued ductwork installation per plan.,0,Cloudy,64,70
PRJ-2024-003,b88021bb,2024-08-13,J. Martinez,Daily Report,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: critical - recovery plan in place. RFIs pending: 7.",0,Clear,93,36
PRJ-2024-003,d80f277e,2024-08-14,J. Martinez,Inspection Note,Met with plumbing foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,5,Cloudy,58,36
PRJ-2024-003,06b88afc,2024-08-15,J. Martinez,Safety Log,TAB contractor on site - balancing AHU-1 supply. Initial readings: CFM within 5% of design. Adjustments: damper repositioning.,0,Cloudy,66,60
PRJ-2024-003,2184634f,2024-08-16,J. Martinez,Inspection Note,"Crew arrived 0600. Weather: Clear, 72°F. 10 workers on site. Focus today: startup AHU-2. Behind schedule due to material delay.",1,Hot,89,35
PRJ-2024-003,e83c061e,2024-08-22,M. Chen,Safety Log,Installed 156 LF of duct on floor 1. Passed QC inspection. Inspections needed: pressure test Monday.,1,Cloudy,74,36
PRJ-2024-003,b1ec3486,2024-08-23,K. Thompson,Coordination Note,Working in floors 4-6 - 85% complete this zone. Remaining: final connections.,3,Cold,84,54
PRJ-2024-003,c86d3166,2024-08-27,J. Martinez,Inspection Note,Safety meeting held at start of shift - topic: fall protection. All PPE verified. Completed piping pressure test - passed.,2,Clear,80,68
PRJ-2024-003,dbd04ec6,2024-08-29,J. Martinez,Daily Report,Equipment startup for Boiler. Minor vibration issue - balancing tomorrow. Punch list items: 3 minor items.,3,Hot,80,40
PRJ-2024-003,cd12cad3,2024-08-30,R. Williams,Inspection Note,Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Continued ductwork installation per plan.,2,Clear,94,46
PRJ-2024-003,efd2cacc,2024-09-02,J. Martinez,Daily Report,TAB contractor on site - balancing FCU loop. Initial readings: static pressure high. Adjustments: none required.,5,Clear,98,40
PRJ-2024-003,7d7a70c5,2024-09-03,K. Thompson,Daily Report,TAB contractor on site - balancing exhaust system. Initial readings: CFM within 5% of design. Adjustments: VFD reprogramming.,4,Hot,59,65
PRJ-2024-003,042a3b0d,2024-09-04,M. Chen,Daily Report,Coordination conflict encountered: sprinkler head conflicts with diffuser at B-7. Resolution: RFI submitted. Impact: cost impact TBD.,2,Rain,78,47
PRJ-2024-003,a8d6025a,2024-09-05,R. Williams,Inspection Note,Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Ran refrigerant lines to condensers.,0,Cold,62,38
PRJ-2024-003,81753653,2024-09-06,J. Martinez,Issue Log,Met with plumbing foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: Awaiting revised drawings,4,Rain,83,68
PRJ-2024-003,6d2b5383,2024-09-09,J. Martinez,Safety Log,"Crew arrived 0600. Weather: Clear, 72°F. 7 workers on site. Focus today: equipment rigging. Behind schedule due to material delay.",1,Cold,65,71
PRJ-2024-003,7688a829,2024-09-10,J. Martinez,Safety Log,TAB contractor on site - balancing VAV system floor 2. Initial readings: flow low on 3 boxes. Adjustments: VFD reprogramming.,4,Clear,82,56
PRJ-2024-003,55665bf2,2024-09-12,R. Williams,Issue Log,Received delivery of RTU - 36 units. Matched PO. Staged at floor 3 staging.,0,Hot,66,62
PRJ-2024-003,5be4ef58,2024-09-17,K. Thompson,Inspection Note,Material issue encountered: sprinkler head conflicts with diffuser at B-7. Resolution: RFI submitted. Impact: none.,3,Cold,98,41
PRJ-2024-003,730b3639,2024-09-23,R. Williams,Safety Log,Received delivery of VAV boxes - 184 units. All accounted for. Staged at mechanical room.,3,Hot,77,70
PRJ-2024-003,0052480d,2024-09-24,J. Martinez,Inspection Note,Equipment startup for RTU-1. Successful - all parameters normal. Punch list items: sensor calibration.,1,Cold,96,52
PRJ-2024-003,245b8a7c,2024-09-25,K. Thompson,Inspection Note,Coordination conflict encountered: sprinkler head conflicts with diffuser at B-7. Resolution: Workaround implemented. Impact: 1 day delay.,0,Cloudy,56,72
PRJ-2024-003,38643b67,2024-09-30,R. Williams,Daily Report,Material issue encountered: field conditions don't match drawings. Resolution: RFI submitted. Impact: 1 day delay.,1,Clear,73,58
PRJ-2024-003,acbe2588,2024-10-01,K. Thompson,Inspection Note,Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Ran refrigerant lines to condensers.,1,Hot,96,46
PRJ-2024-003,0b1b1057,2024-10-02,K. Thompson,Coordination Note,Received delivery of copper piping - 97 units. Matched PO. Staged at mechanical room.,1,Cold,69,50
PRJ-2024-003,e12fd5c5,2024-10-03,M. Chen,Inspection Note,Equipment startup for RTU-1. Minor vibration issue - balancing tomorrow. Punch list items: none.,5,Cold,81,53
PRJ-2024-003,e32290dd,2024-10-04,R. Williams,Coordination Note,Equipment startup for AHU-2. Minor vibration issue - balancing tomorrow. Punch list items: none.,0,Clear,83,73
PRJ-2024-003,509b1cce,2024-10-08,M. Chen,Daily Report,TAB contractor on site - balancing exhaust system. Initial readings: all zones balanced. Adjustments: sheave change AHU.,1,Clear,59,57
PRJ-2024-003,f8816996,2024-10-09,J. Martinez,Safety Log,Received delivery of insulation - 190 units. All accounted for. Staged at mechanical room.,0,Cold,69,55
PRJ-2024-003,e3d3c7a1,2024-10-14,K. Thompson,Inspection Note,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: ahead 2 days. RFIs pending: 11.",3,Rain,81,70
PRJ-2024-003,6846bb1b,2024-10-15,J. Martinez,Daily Report,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: ahead 2 days. RFIs pending: 9.",0,Cloudy,84,51
PRJ-2024-003,20285f2e,2024-10-16,J. Martinez,Issue Log,Installed 20 pipe hangers on floor 2. Minor punch items noted. Inspections needed: rough-in Friday.,5,Clear,87,56
PRJ-2024-003,c9789222,2024-10-18,J. Martinez,Daily Report,Received delivery of sheet metal - 10 units. Matched PO. Staged at loading dock.,3,Cold,64,39
PRJ-2024-003,354c7cbf,2024-10-21,J. Martinez,Safety Log,Coordination conflict encountered: field conditions don't match drawings. Resolution: Awaiting engineer response. Impact: schedule neutral.,0,Rain,80,36
PRJ-2024-003,dc6cb49d,2024-10-23,J. Martinez,Safety Log,TAB contractor on site - balancing exhaust system. Initial readings: CFM within 5% of design. Adjustments: sheave change AHU.,5,Cloudy,74,63
PRJ-2024-003,60bc0f7c,2024-10-24,K. Thompson,Inspection Note,"Crew arrived 0630. Weather: Hot, 95°F - heat protocol. 15 workers on site. Focus today: hanging VAV boxes wing B. Inspection passed.",1,Clear,71,67
PRJ-2024-003,881a1b3c,2024-10-25,M. Chen,Inspection Note,Met with plumbing foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: HVAC to relocate diffuser 6 inches east,5,Clear,75,49
PRJ-2024-003,c13deee5,2024-10-28,M. Chen,Daily Report,TAB contractor on site - balancing exhaust system. Initial readings: static pressure high. Adjustments: damper repositioning.,5,Clear,81,53
PRJ-2024-003,ed7121a5,2024-10-30,M. Chen,Issue Log,Access issue encountered: sprinkler head conflicts with diffuser at B-7. Resolution: Workaround implemented. Impact: cost impact TBD.,4,Rain,60,74
PRJ-2024-003,542713c3,2024-11-05,R. Williams,Issue Log,Met with fire protection foreman re: coordination. Resolved duct routing conflict. Action items: Awaiting revised drawings,1,Hot,86,57
PRJ-2024-003,987d0691,2024-11-06,K. Thompson,Daily Report,TAB contractor on site - balancing exhaust system. Initial readings: flow low on 3 boxes. Adjustments: VFD reprogramming.,1,Clear,64,69
PRJ-2024-003,d18a0ac7,2024-11-07,M. Chen,Safety Log,Met with fire protection foreman re: coordination. Scheduled joint walkthrough Friday. Action items: Awaiting revised drawings,3,Clear,55,50
PRJ-2024-003,51940379,2024-11-08,J. Martinez,Coordination Note,Safety meeting held at start of shift - topic: fall protection. All PPE verified. Continued ductwork installation per plan.,5,Rain,62,43
PRJ-2024-003,4ac3aebb,2024-11-13,M. Chen,Issue Log,TAB contractor on site - balancing AHU-1 supply. Initial readings: CFM within 5% of design. Adjustments: damper repositioning.,2,Hot,99,42
PRJ-2024-003,c54ac836,2024-11-14,M. Chen,Daily Report,Material issue encountered: sprinkler head conflicts with diffuser at B-7. Resolution: Workaround implemented. Impact: cost impact TBD.,1,Rain,87,62
PRJ-2024-003,ad5e5d13,2024-11-15,M. Chen,Coordination Note,Equipment startup for FCU bank west. Minor vibration issue - balancing tomorrow. Punch list items: none.,3,Rain,60,69
PRJ-2024-003,bfa922e3,2024-11-19,J. Martinez,Daily Report,Received delivery of insulation - 172 units. All accounted for. Staged at floor 3 staging.,1,Hot,87,48
PRJ-2024-003,14f45282,2024-11-20,R. Williams,Safety Log,Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Continued ductwork installation per plan.,3,Clear,95,44
PRJ-2024-003,c66e05d9,2024-11-21,R. Williams,Issue Log,"Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Set 3 VAV boxes, awaiting controls.",2,Hot,60,49
PRJ-2024-003,f580dff8,2024-11-22,J. Martinez,Coordination Note,Received delivery of insulation - 129 units. Short 2 boxes - claim filed. Staged at mechanical room.,4,Cold,62,51
PRJ-2024-003,574b196a,2024-11-25,R. Williams,Daily Report,"Crew arrived 0700. Weather: Partly cloudy, 65°F. 15 workers on site. Focus today: startup AHU-2. Ahead of plan.",3,Cold,58,54
PRJ-2024-003,7ebbf746,2024-11-26,M. Chen,Inspection Note,"Crew arrived 0700. Weather: Cold, 35°F. 6 workers on site. Focus today: hanging VAV boxes wing B. Coordination issues with electrical - resolved on site.",5,Clear,90,52
PRJ-2024-003,19521453,2024-11-28,K. Thompson,Safety Log,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: critical - recovery plan in place. RFIs pending: 12.",0,Cold,59,43
PRJ-2024-003,8b51226c,2024-11-29,K. Thompson,Inspection Note,"Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Set 3 VAV boxes, awaiting controls.",1,Cloudy,83,62
PRJ-2024-003,c94ce1fe,2024-12-02,M. Chen,Safety Log,Received delivery of copper piping - 39 units. Short 2 boxes - claim filed. Staged at loading dock.,4,Rain,66,51
PRJ-2024-003,796967ab,2024-12-04,J. Martinez,Coordination Note,Equipment startup for Chiller. Delayed - controls not ready. Punch list items: sensor calibration.,1,Hot,70,58
PRJ-2024-003,08bdd36e,2024-12-05,J. Martinez,Inspection Note,"Crew arrived 0600. Weather: Clear, 72°F. 6 workers on site. Focus today: hanging VAV boxes wing B. Coordination issues with electrical - resolved on site.",4,Cloudy,89,35
PRJ-2024-003,fcc3e8ea,2024-12-09,M. Chen,Inspection Note,Equipment startup for Boiler. Minor vibration issue - balancing tomorrow. Punch list items: 3 minor items.,5,Cold,77,37
PRJ-2024-003,f374a485,2024-12-10,M. Chen,Daily Report,Working in mechanical room - 57% complete this zone. Remaining: controls terminations.,2,Hot,76,42
PRJ-2024-003,5cac1777,2024-12-11,J. Martinez,Safety Log,"Crew arrived 0600. Weather: Cold, 35°F. 4 workers on site. Focus today: controls wiring. Ahead of plan.",2,Hot,64,51
PRJ-2024-003,30ca8281,2024-12-13,M. Chen,Safety Log,Access issue encountered: wrong size fittings delivered. Resolution: Resolved on site with GC. Impact: schedule neutral.,1,Hot,65,48
PRJ-2024-003,77841b98,2024-12-16,K. Thompson,Safety Log,Installed 76 diffusers on floor 1. Minor punch items noted. Inspections needed: rough-in Friday.,3,Clear,79,64
PRJ-2024-003,b8eb3914,2024-12-17,M. Chen,Inspection Note,Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Ran refrigerant lines to condensers.,0,Rain,99,58
PRJ-2024-003,b1be2802,2024-12-18,M. Chen,Inspection Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: ahead 2 days. RFIs pending: 3.",5,Rain,84,44
PRJ-2024-003,68d1e3a1,2024-12-19,R. Williams,Coordination Note,Received delivery of insulation - 109 units. Matched PO. Staged at loading dock.,1,Cloudy,93,35
PRJ-2024-003,8a208bdb,2024-12-20,R. Williams,Safety Log,Installed 197 VAV boxes on floor 2. Minor punch items noted. Inspections needed: pressure test Monday.,2,Cloudy,69,60
PRJ-2024-003,31daa27f,2024-12-23,M. Chen,Daily Report,Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Ran refrigerant lines to condensers.,4,Hot,66,55
PRJ-2024-003,185e26ad,2024-12-24,M. Chen,Coordination Note,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: 3 days behind. RFIs pending: 5.",5,Hot,72,37
PRJ-2024-003,85dfc93a,2024-12-25,J. Martinez,Safety Log,Equipment startup for FCU bank west. Minor vibration issue - balancing tomorrow. Punch list items: 3 minor items.,0,Clear,57,56
PRJ-2024-003,c49ec8be,2024-12-26,M. Chen,Issue Log,Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Completed piping pressure test - passed.,3,Cloudy,90,53
PRJ-2024-003,190279f6,2024-12-27,K. Thompson,Safety Log,"Crew arrived 0700. Weather: Hot, 95°F - heat protocol. 7 workers on site. Focus today: insulation west side. Behind schedule due to material delay.",1,Cold,71,42
PRJ-2024-003,c3202374,2024-12-30,K. Thompson,Issue Log,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: on track. RFIs pending: 6.",1,Hot,70,42
PRJ-2024-003,c9753ff7,2025-01-02,K. Thompson,Inspection Note,Working in floors 4-6 - 59% complete this zone. Remaining: diffusers and connections.,0,Clear,79,39
PRJ-2024-003,38ec3279,2025-01-03,M. Chen,Daily Report,Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Continued ductwork installation per plan.,4,Cold,81,38
PRJ-2024-003,be01cd72,2025-01-06,K. Thompson,Issue Log,Equipment startup for RTU-1. Delayed - controls not ready. Punch list items: sensor calibration.,5,Cloudy,97,40
PRJ-2024-003,096c56f8,2025-01-07,K. Thompson,Daily Report,Met with plumbing foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: HVAC to relocate diffuser 6 inches east,5,Cold,89,53
PRJ-2024-003,23075610,2025-01-09,K. Thompson,Coordination Note,Met with plumbing foreman re: coordination. Resolved duct routing conflict. Action items: FP to adjust sprinkler head locations,4,Cold,71,35
PRJ-2024-003,5547af89,2025-01-13,J. Martinez,Inspection Note,Received delivery of copper piping - 73 units. All accounted for. Staged at floor 3 staging.,4,Cold,69,37
PRJ-2024-003,b294e73b,2025-01-16,J. Martinez,Safety Log,Coordination conflict encountered: field conditions don't match drawings. Resolution: Awaiting engineer response. Impact: none.,0,Cold,61,62
PRJ-2024-003,a9aa9dbd,2025-01-17,K. Thompson,Safety Log,Received delivery of insulation - 51 units. All accounted for. Staged at floor 3 staging.,0,Hot,85,39
PRJ-2024-003,1ce146cd,2025-01-20,M. Chen,Safety Log,Working in mechanical room - 56% complete this zone. Remaining: diffusers and connections.,4,Hot,66,50
PRJ-2024-003,79151d46,2025-01-21,J. Martinez,Safety Log,Safety meeting held at start of shift - topic: fall protection. All PPE verified. Continued ductwork installation per plan.,0,Cloudy,69,42
PRJ-2024-003,d32f515a,2025-01-22,J. Martinez,Inspection Note,Met with electrical foreman re: coordination. Resolved duct routing conflict. Action items: Awaiting revised drawings,3,Hot,55,41
PRJ-2024-003,ab015b82,2025-01-23,K. Thompson,Issue Log,Equipment startup for AHU-2. Minor vibration issue - balancing tomorrow. Punch list items: none.,1,Rain,76,40
PRJ-2024-003,5b342d0c,2025-01-24,M. Chen,Daily Report,TAB contractor on site - balancing exhaust system. Initial readings: CFM within 5% of design. Adjustments: sheave change AHU.,1,Clear,55,69
PRJ-2024-003,b7c72c24,2025-01-27,M. Chen,Coordination Note,Met with fire protection foreman re: coordination. Scheduled joint walkthrough Friday. Action items: FP to adjust sprinkler head locations,0,Rain,100,64
PRJ-2024-003,01506b0f,2025-01-28,K. Thompson,Safety Log,Equipment startup for RTU-1. Delayed - controls not ready. Punch list items: none.,4,Cold,59,60
PRJ-2024-003,830ff7c4,2025-01-29,J. Martinez,Inspection Note,Design discrepancy encountered: field conditions don't match drawings. Resolution: Awaiting engineer response. Impact: cost impact TBD.,2,Rain,70,69
PRJ-2024-003,e679496e,2025-01-30,K. Thompson,Daily Report,"Crew arrived 0700. Weather: Cold, 35°F. 14 workers on site. Focus today: controls wiring. Coordination issues with electrical - resolved on site.",2,Cold,59,37
PRJ-2024-003,df20a028,2025-01-31,M. Chen,Coordination Note,TAB contractor on site - balancing FCU loop. Initial readings: all zones balanced. Adjustments: damper repositioning.,2,Cold,56,45
PRJ-2024-003,b66aa8d6,2025-02-05,R. Williams,Coordination Note,Material issue encountered: wrong size fittings delivered. Resolution: RFI submitted. Impact: none.,5,Rain,74,41
PRJ-2024-003,d19c7fbe,2025-02-10,M. Chen,Safety Log,Working in Zone 3 - 92% complete this zone. Remaining: insulation and startup.,2,Rain,98,54
PRJ-2024-003,9f3eb3c4,2025-02-11,K. Thompson,Coordination Note,Access issue encountered: field conditions don't match drawings. Resolution: Workaround implemented. Impact: cost impact TBD.,0,Clear,71,48
PRJ-2024-003,5275b035,2025-02-12,K. Thompson,Coordination Note,Equipment startup for FCU bank west. Delayed - controls not ready. Punch list items: none.,5,Cloudy,55,48
PRJ-2024-003,813e9b3f,2025-02-13,R. Williams,Safety Log,Access issue encountered: sprinkler head conflicts with diffuser at B-7. Resolution: Workaround implemented. Impact: cost impact TBD.,4,Cloudy,83,69
PRJ-2024-003,36d02bd5,2025-02-14,R. Williams,Coordination Note,TAB contractor on site - balancing AHU-1 supply. Initial readings: flow low on 3 boxes. Adjustments: damper repositioning.,2,Cloudy,92,53
PRJ-2024-003,0931acb2,2025-02-17,J. Martinez,Daily Report,"Crew arrived 0630. Weather: Partly cloudy, 65°F. 12 workers on site. Focus today: TAB work zones 1-4. Behind schedule due to material delay.",1,Clear,93,40
PRJ-2024-003,3f839aff,2025-02-18,M. Chen,Safety Log,Received delivery of RTU - 119 units. Matched PO. Staged at floor 3 staging.,3,Cloudy,100,68
PRJ-2024-003,fe396129,2025-02-19,M. Chen,Coordination Note,Met with drywall foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: HVAC to relocate diffuser 6 inches east,4,Cloudy,91,38
PRJ-2024-003,8b65f50a,2025-02-20,J. Martinez,Inspection Note,Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Completed piping pressure test - passed.,2,Clear,57,40
PRJ-2024-003,0261b867,2025-02-21,R. Williams,Daily Report,TAB contractor on site - balancing exhaust system. Initial readings: all zones balanced. Adjustments: VFD reprogramming.,3,Cold,69,54
PRJ-2024-003,8ff5c745,2025-02-25,J. Martinez,Safety Log,Met with fire protection foreman re: coordination. Scheduled joint walkthrough Friday. Action items: FP to adjust sprinkler head locations,5,Clear,91,39
PRJ-2024-003,5aa196d8,2025-02-27,K. Thompson,Daily Report,Material issue encountered: ceiling access restricted by other trade. Resolution: RFI submitted. Impact: 1 day delay.,0,Hot,87,53
PRJ-2024-003,77d8836b,2025-02-28,R. Williams,Issue Log,TAB contractor on site - balancing FCU loop. Initial readings: all zones balanced. Adjustments: sheave change AHU.,5,Clear,73,67
PRJ-2024-003,c5d991ae,2025-03-03,K. Thompson,Issue Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: on track. RFIs pending: 12.",5,Rain,85,50
PRJ-2024-003,4469da7a,2025-03-04,J. Martinez,Issue Log,Equipment startup for Chiller. Delayed - controls not ready. Punch list items: 3 minor items.,0,Clear,100,74
PRJ-2024-003,cded1260,2025-03-06,M. Chen,Coordination Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: on track. RFIs pending: 4.",4,Clear,68,40
PRJ-2024-003,e21208e8,2025-03-07,R. Williams,Safety Log,Met with fire protection foreman re: coordination. Resolved duct routing conflict. Action items: FP to adjust sprinkler head locations,0,Rain,91,36
PRJ-2024-003,78ecd453,2025-03-10,K. Thompson,Inspection Note,TAB contractor on site - balancing exhaust system. Initial readings: CFM within 5% of design. Adjustments: damper repositioning.,5,Cold,96,57
PRJ-2024-003,4317f988,2025-03-11,J. Martinez,Inspection Note,Received delivery of copper piping - 107 units. All accounted for. Staged at mechanical room.,0,Cold,94,36
PRJ-2024-003,95ec9e11,2025-03-12,K. Thompson,Inspection Note,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: on track. RFIs pending: 4.",2,Cold,90,74
PRJ-2024-003,aeb2f6dc,2025-03-14,R. Williams,Coordination Note,Met with plumbing foreman re: coordination. Resolved duct routing conflict. Action items: FP to adjust sprinkler head locations,0,Hot,90,51
PRJ-2024-003,0b87dc8c,2025-03-17,K. Thompson,Coordination Note,TAB contractor on site - balancing FCU loop. Initial readings: static pressure high. Adjustments: sheave change AHU.,0,Rain,61,49
PRJ-2024-003,62c47570,2025-03-18,M. Chen,Coordination Note,TAB contractor on site - balancing AHU-1 supply. Initial readings: flow low on 3 boxes. Adjustments: none required.,4,Clear,87,62
PRJ-2024-003,150c213a,2025-03-19,J. Martinez,Inspection Note,Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Ran refrigerant lines to condensers.,4,Cloudy,91,61
PRJ-2024-003,8d0f27d8,2025-03-20,R. Williams,Daily Report,Material issue encountered: wrong size fittings delivered. Resolution: Awaiting engineer response. Impact: 1 day delay.,0,Cold,98,67
PRJ-2024-003,bbcb7cf0,2025-03-21,J. Martinez,Daily Report,Met with electrical foreman re: coordination. Scheduled joint walkthrough Friday. Action items: Awaiting revised drawings,0,Cold,73,52
PRJ-2024-003,2e8cacd5,2025-03-25,M. Chen,Daily Report,Received delivery of insulation - 38 units. Short 2 boxes - claim filed. Staged at mechanical room.,5,Hot,97,35
PRJ-2024-003,9bbd8901,2025-03-26,R. Williams,Daily Report,Equipment startup for AHU-2. Minor vibration issue - balancing tomorrow. Punch list items: damper actuator adjustment.,0,Rain,88,75
PRJ-2024-003,9fdd48de,2025-03-27,R. Williams,Issue Log,Design discrepancy encountered: sprinkler head conflicts with diffuser at B-7. Resolution: Resolved on site with GC. Impact: none.,5,Rain,62,46
PRJ-2024-003,7064b1c1,2025-03-28,K. Thompson,Inspection Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: 3 days behind. RFIs pending: 10.",1,Cold,86,54
