project_id,rfi_number,date_submitted,subject,submitted_by,assigned_to,priority,status,date_required,date_responded,response_summary,cost_impact,schedule_impact
PRJ-2024-005,RFI-016,2024-09-27,"Pipe sleeve size discrepancy at Floor 4, Grid D-11",R. Williams - Engineer,MEP Engineer,High,Closed,2024-10-17,2024-10-18,Approved as submitted.,True,False
PRJ-2024-005,RFI-004,2024-09-30,Insulation spec clarification for exterior application,J. Martinez - Project Manager,Structural Engineer,Low,Closed,2024-10-08,2024-10-05,Approved as submitted.,False,False
PRJ-2024-005,RFI-031,2024-09-30,Refrigerant piping routing through elevator shaft - approval needed,K. Thompson - Foreman,MEP Engineer,Medium,Closed,2024-10-15,2024-10-10,Refer to ASI-6 for clarification.,True,True
PRJ-2024-005,RFI-048,2024-10-14,Clarification needed on diffuser layout for Room 237,J. Martinez - Project Manager,Owner,High,Closed,2024-11-03,2024-10-19,Coordinate with structural contractor.,False,False
PRJ-2024-005,RFI-039,2024-11-10,Equipment access clearance insufficient per spec,J. Martinez - Project Manager,Structural Engineer,Critical,Closed,2024-11-24,2024-11-13,Proceed as noted in attached sketch.,True,False
PRJ-2024-005,RFI-019,2024-11-21,Refrigerant piping routing through elevator shaft - approval needed,K. Thompson - Foreman,Architect,Critical,Pending Response,2024-12-10,,,True,True
PRJ-2024-005,RFI-017,2024-12-16,"Ductwork routing conflicts with beam at elevation +26'-0""",K. Thompson - Foreman,Structural Engineer,Medium,Closed,2024-12-25,2025-01-06,Coordinate with electrical contractor.,True,False
PRJ-2024-005,RFI-003,2025-01-01,Coordination conflict with electrical conduit at grid H-11,K. Thompson - Foreman,Owner,High,Closed,2025-01-21,2025-01-11,Proceed as noted in attached sketch.,True,False
PRJ-2024-005,RFI-021,2025-01-02,"Structural penetration approval required at Floor 8, Grid A-6",R. Williams - Engineer,Architect,High,Open,2025-01-20,,,False,False
PRJ-2024-005,RFI-022,2025-01-13,Access panel requirements for concealed valves,K. Thompson - Foreman,Structural Engineer,High,Closed,2025-01-22,2025-01-23,Coordinate with plumbing contractor.,False,False
PRJ-2024-005,RFI-025,2025-01-13,Fire damper location verification needed,K. Thompson - Foreman,Architect,Medium,Closed,2025-01-24,2025-02-03,Revise per attached markup.,True,False
PRJ-2024-005,RFI-050,2025-01-23,Fire damper location verification needed,K. Thompson - Foreman,Structural Engineer,High,Closed,2025-02-08,2025-01-28,Proceed as noted in attached sketch.,True,False
PRJ-2024-005,RFI-036,2025-01-24,Access panel requirements for concealed valves,J. Martinez - Project Manager,Structural Engineer,High,Closed,2025-02-14,2025-01-31,Approved as submitted.,False,False
PRJ-2024-005,RFI-014,2025-02-10,"Pipe sleeve size discrepancy at Floor 6, Grid H-3",R. Williams - Engineer,Structural Engineer,Medium,Closed,2025-02-24,2025-02-15,Approved as submitted.,False,False
PRJ-2024-005,RFI-046,2025-02-17,Fire damper location verification needed,K. Thompson - Foreman,MEP Engineer,High,Open,2025-03-01,,,False,True
PRJ-2024-005,RFI-006,2025-02-21,Fire damper location verification needed,K. Thompson - Foreman,Architect,Low,Closed,2025-03-04,2025-02-26,Revise per attached markup.,False,False
PRJ-2024-005,RFI-011,2025-03-02,Thermostat location conflicts with furniture layout,R. Williams - Engineer,Owner,Medium,Closed,2025-03-23,2025-03-09,Revise per attached markup.,False,True
PRJ-2024-005,RFI-040,2025-04-18,"Pipe sleeve size discrepancy at Floor 1, Grid B-5",R. Williams - Engineer,MEP Engineer,High,Closed,2025-05-01,2025-04-25,Refer to ASI-4 for clarification.,False,True
PRJ-2024-005,RFI-001,2025-04-20,Seismic bracing requirements for equipment over 1000 lbs,J. Martinez - Project Manager,MEP Engineer,High,Closed,2025-05-05,2025-04-27,Approved as submitted.,False,False
PRJ-2024-005,RFI-049,2025-05-16,Refrigerant piping routing through mechanical room - approval needed,R. Williams - Engineer,MEP Engineer,Low,Closed,2025-05-28,2025-05-23,Refer to ASI-1 for clarification.,False,True
PRJ-2024-005,RFI-007,2025-06-05,Coordination conflict with electrical conduit at grid E-6,K. Thompson - Foreman,MEP Engineer,Medium,Closed,2025-06-24,2025-06-26,Approved as submitted.,False,True
PRJ-2024-005,RFI-023,2025-06-05,"Ductwork routing conflicts with beam at elevation +36'-0""",K. Thompson - Foreman,Architect,Low,Closed,2025-06-12,2025-06-12,Revise per attached markup.,False,False
PRJ-2024-005,RFI-029,2025-06-16,VAV box sizing appears undersized for zone CFM,R. Williams - Engineer,MEP Engineer,Medium,Closed,2025-07-04,2025-06-21,Revise per attached markup.,False,False
PRJ-2024-005,RFI-034,2025-06-28,"Structural penetration approval required at Floor 2, Grid G-3",R. Williams - Engineer,Owner,Medium,Closed,2025-07-19,2025-07-08,Coordinate with structural contractor.,False,False
PRJ-2024-005,RFI-035,2025-07-06,Equipment access clearance insufficient per spec,K. Thompson - Foreman,Architect,Medium,Closed,2025-07-27,2025-07-09,Proceed as noted in attached sketch.,False,False
PRJ-2024-005,RFI-024,2025-07-16,Coordination conflict with electrical conduit at grid G-3,R. Williams - Engineer,Structural Engineer,Low,Open,2025-07-24,,,False,False
PRJ-2024-005,RFI-013,2025-07-23,Control sequence clarification for VAV Zone 3,J. Martinez - Project Manager,Structural Engineer,Medium,Closed,2025-08-11,2025-08-02,Refer to ASI-10 for clarification.,False,True
PRJ-2024-005,RFI-044,2025-08-03,"Structural penetration approval required at Floor 3, Grid F-5",R. Williams - Engineer,Structural Engineer,Medium,Closed,2025-08-21,2025-08-10,Revise per attached markup.,False,True
PRJ-2024-005,RFI-032,2025-08-05,Insulation spec clarification for exterior application,R. Williams - Engineer,MEP Engineer,Low,Pending Response,2025-08-13,,,False,True
PRJ-2024-005,RFI-038,2025-08-08,Thermostat location conflicts with furniture layout,R. Williams - Engineer,MEP Engineer,Low,Closed,2025-08-19,2025-08-13,Proceed as noted in attached sketch.,False,False
PRJ-2024-005,RFI-009,2025-08-12,Thermostat location conflicts with furniture layout,K. Thompson - Foreman,Structural Engineer,Medium,Closed,2025-08-25,2025-08-19,Approved as submitted.,True,False
PRJ-2024-005,RFI-010,2025-08-24,"Existing conditions differ from drawings at Floor 7, Grid H-4",K. Thompson - Foreman,Architect,High,Closed,2025-09-03,2025-08-31,Refer to ASI-13 for clarification.,False,False
PRJ-2024-005,RFI-037,2025-08-30,Access panel requirements for concealed valves,K. Thompson - Foreman,Owner,High,Pending Response,2025-09-09,,,False,False
PRJ-2024-005,RFI-005,2025-10-01,"Pipe sleeve size discrepancy at Floor 6, Grid C-12",R. Williams - Engineer,Architect,Medium,Closed,2025-10-08,2025-10-06,Coordinate with structural contractor.,False,True
PRJ-2024-005,RFI-043,2025-10-30,Refrigerant piping routing through exterior wall - approval needed,R. Williams - Engineer,Architect,Medium,Closed,2025-11-14,2025-11-04,Coordinate with structural contractor.,False,False
PRJ-2024-005,RFI-012,2025-11-02,Equipment access clearance insufficient per spec,R. Williams - Engineer,Owner,Medium,Closed,2025-11-23,2025-11-16,Approved as submitted.,False,False
