project_id,log_id,date,employee_id,role,sov_line_id,hours_st,hours_ot,hourly_rate,burden_multiplier,work_area,cost_code
PRJ-2024-003,7e966dc2,2024-05-30,EMP-3929,Journeyman Sheet Metal,PRJ-2024-003-SOV-02,8,0,72.0,1.42,Floor 2,2
PRJ-2024-003,7fab67d7,2024-05-30,EMP-5219,Helper/Laborer,PRJ-2024-003-SOV-02,8,2,32.0,1.35,Floor 2,2
PRJ-2024-003,b3a7b831,2024-05-30,EMP-8693,Apprentice 2nd Year,PRJ-2024-003-SOV-03,8,0,38.0,1.38,Floor 1,3
PRJ-2024-003,3a3980af,2024-05-30,EMP-5403,Apprentice 2nd Year,PRJ-2024-003-SOV-04,8,2,38.0,1.38,Floor 2,4
PRJ-2024-003,675afd5c,2024-05-30,EMP-2635,Apprentice 4th Year,PRJ-2024-003-SOV-05,8,0,52.0,1.38,Floor 2,5
PRJ-2024-003,8ac89a0f,2024-05-30,EMP-1825,Apprentice 2nd Year,PRJ-2024-003-SOV-03,8,0,38.0,1.38,Floor 2,3
PRJ-2024-003,cfaa2861,2024-05-30,EMP-7749,Apprentice 4th Year,PRJ-2024-003-SOV-01,8,0,52.0,1.38,Floor 2,1
PRJ-2024-003,276b42e5,2024-05-31,EMP-9305,Insulator,PRJ-2024-003-SOV-02,8,0,58.0,1.4,Floor 1,2
PRJ-2024-003,bc57edfa,2024-05-31,EMP-7696,Journeyman Pipefitter,PRJ-2024-003-SOV-02,8,0,74.5,1.42,Floor 2,2
PRJ-2024-003,05bcd990,2024-05-31,EMP-4246,Helper/Laborer,PRJ-2024-003-SOV-05,8,0,32.0,1.35,Floor 2,5
PRJ-2024-003,be7c6235,2024-05-31,EMP-9640,Foreman,PRJ-2024-003-SOV-04,8,0,85.5,1.42,Floor 2,4
PRJ-2024-003,04d8f4b9,2024-05-31,EMP-3512,Apprentice 4th Year,PRJ-2024-003-SOV-03,8,0,52.0,1.38,Floor 2,3
PRJ-2024-003,f10c2ee1,2024-05-31,EMP-5022,Controls Technician,PRJ-2024-003-SOV-05,8,0,68.0,1.4,Floor 2,5
PRJ-2024-003,a836fcbb,2024-05-31,EMP-9717,Apprentice 2nd Year,PRJ-2024-003-SOV-05,8,0,38.0,1.38,Floor 1,5
PRJ-2024-003,66b80397,2024-05-31,EMP-1019,Journeyman Sheet Metal,PRJ-2024-003-SOV-03,8,0,72.0,1.42,Floor 2,3
PRJ-2024-003,32ba359c,2024-05-31,EMP-5509,Journeyman Pipefitter,PRJ-2024-003-SOV-05,8,0,74.5,1.42,Floor 2,5
PRJ-2024-003,6e030972,2024-06-03,EMP-3973,Insulator,PRJ-2024-003-SOV-03,8,0,58.0,1.4,Floor 1,3
PRJ-2024-003,7f251452,2024-06-03,EMP-4720,Controls Technician,PRJ-2024-003-SOV-04,8,0,68.0,1.4,Floor 1,4
PRJ-2024-003,8d777ad7,2024-06-03,EMP-4080,Journeyman Sheet Metal,PRJ-2024-003-SOV-04,8,0,72.0,1.42,Floor 2,4
PRJ-2024-003,186dffa8,2024-06-03,EMP-7422,Apprentice 4th Year,PRJ-2024-003-SOV-01,8,0,52.0,1.38,Floor 2,1
PRJ-2024-003,e064a143,2024-06-03,EMP-9846,Helper/Laborer,PRJ-2024-003-SOV-02,8,0,32.0,1.35,Floor 1,2
PRJ-2024-003,0aad4510,2024-06-03,EMP-5352,Journeyman Pipefitter,PRJ-2024-003-SOV-03,8,2,74.5,1.42,Floor 1,3
PRJ-2024-003,8db75540,2024-06-03,EMP-5699,Apprentice 2nd Year,PRJ-2024-003-SOV-02,8,0,38.0,1.38,Floor 2,2
PRJ-2024-003,73151110,2024-06-03,EMP-4148,Foreman,PRJ-2024-003-SOV-01,8,0,85.5,1.42,Floor 1,1
PRJ-2024-003,9bc8559c,2024-06-03,EMP-6056,Apprentice 4th Year,PRJ-2024-003-SOV-05,8,0,52.0,1.38,Floor 1,5
PRJ-2024-003,1f7a8f4e,2024-06-03,EMP-9262,Apprentice 2nd Year,PRJ-2024-003-SOV-05,8,0,38.0,1.38,Floor 1,5
PRJ-2024-003,b1fbf876,2024-06-03,EMP-5339,Journeyman Pipefitter,PRJ-2024-003-SOV-01,8,0,74.5,1.42,Floor 2,1
PRJ-2024-003,59ff3a84,2024-06-04,EMP-1504,Helper/Laborer,PRJ-2024-003-SOV-02,8,0,32.0,1.35,Floor 1,2
PRJ-2024-003,86a44b1d,2024-06-04,EMP-8651,Journeyman Sheet Metal,PRJ-2024-003-SOV-01,8,2,72.0,1.42,Floor 1,1
PRJ-2024-003,45420aec,2024-06-04,EMP-5990,Apprentice 2nd Year,PRJ-2024-003-SOV-05,8,2,38.0,1.38,Floor 2,5
PRJ-2024-003,027fce13,2024-06-04,EMP-8983,Insulator,PRJ-2024-003-SOV-04,8,0,58.0,1.4,Floor 2,4
PRJ-2024-003,90401786,2024-06-04,EMP-5400,Foreman,PRJ-2024-003-SOV-01,8,0,85.5,1.42,Floor 2,1
PRJ-2024-003,cbb4e5cd,2024-06-04,EMP-3055,Apprentice 4th Year,PRJ-2024-003-SOV-01,8,0,52.0,1.38,Floor 2,1
PRJ-2024-003,67c20823,2024-06-04,EMP-2278,Journeyman Pipefitter,PRJ-2024-003-SOV-04,8,2,74.5,1.42,Floor 2,4
PRJ-2024-003,c483fff1,2024-06-04,EMP-8006,Controls Technician,PRJ-2024-003-SOV-04,8,0,68.0,1.4,Floor 2,4
PRJ-2024-003,ef69d8b3,2024-06-04,EMP-8086,Apprentice 2nd Year,PRJ-2024-003-SOV-03,8,4,38.0,1.38,Floor 1,3
PRJ-2024-003,b9758f72,2024-06-04,EMP-2800,Journeyman Sheet Metal,PRJ-2024-003-SOV-03,8,0,72.0,1.42,Floor 1,3
PRJ-2024-003,50549780,2024-06-04,EMP-7204,Apprentice 2nd Year,PRJ-2024-003-SOV-04,8,0,38.0,1.38,Floor 1,4
PRJ-2024-003,01b42e6c,2024-06-05,EMP-4135,Journeyman Sheet Metal,PRJ-2024-003-SOV-05,8,0,72.0,1.42,Floor 2,5
PRJ-2024-003,4e2216e5,2024-06-05,EMP-8872,Foreman,PRJ-2024-003-SOV-02,8,0,85.5,1.42,Floor 2,2
PRJ-2024-003,1ac2d302,2024-06-05,EMP-6865,Apprentice 2nd Year,PRJ-2024-003-SOV-01,8,0,38.0,1.38,Floor 1,1
PRJ-2024-003,15dec576,2024-06-05,EMP-3246,Controls Technician,PRJ-2024-003-SOV-03,8,0,68.0,1.4,Floor 2,3
PRJ-2024-003,bfa4e974,2024-06-05,EMP-4904,Helper/Laborer,PRJ-2024-003-SOV-02,8,0,32.0,1.35,Floor 1,2
PRJ-2024-003,75697128,2024-06-05,EMP-4432,Journeyman Pipefitter,PRJ-2024-003-SOV-01,8,0,74.5,1.42,Floor 2,1
PRJ-2024-003,6df79101,2024-06-06,EMP-5260,Journeyman Sheet Metal,PRJ-2024-003-SOV-05,8,0,72.0,1.42,Floor 2,5
PRJ-2024-003,0a38420b,2024-06-06,EMP-3563,Controls Technician,PRJ-2024-003-SOV-04,10,0,68.0,1.4,Floor 1,4
PRJ-2024-003,5e5c268e,2024-06-06,EMP-1839,Foreman,PRJ-2024-003-SOV-03,8,0,85.5,1.42,Floor 2,3
PRJ-2024-003,c8e6e853,2024-06-06,EMP-7089,Apprentice 4th Year,PRJ-2024-003-SOV-02,8,0,52.0,1.38,Floor 2,2
PRJ-2024-003,d14e2bb1,2024-06-06,EMP-4009,Insulator,PRJ-2024-003-SOV-01,8,0,58.0,1.4,Floor 1,1
PRJ-2024-003,20fac8cd,2024-06-06,EMP-3593,Journeyman Pipefitter,PRJ-2024-003-SOV-01,8,0,74.5,1.42,Floor 1,1
PRJ-2024-003,9043229b,2024-06-06,EMP-1716,Apprentice 2nd Year,PRJ-2024-003-SOV-03,4,0,38.0,1.38,Floor 2,3
PRJ-2024-003,23630c06,2024-06-06,EMP-3914,Helper/Laborer,PRJ-2024-003-SOV-04,8,0,32.0,1.35,Floor 2,4
PRJ-2024-003,fecd62db,2024-06-06,EMP-8339,Apprentice 4th Year,PRJ-2024-003-SOV-03,8,0,52.0,1.38,Floor 2,3
PRJ-2024-003,11093979,2024-06-06,EMP-3250,Apprentice 4th Year,PRJ-2024-003-SOV-05,8,0,52.0,1.38,Floor 1,5
PRJ-2024-003,f6ab8fad,2024-06-07,EMP-9838,Insulator,PRJ-2024-003-SOV-02,8,0,58.0,1.4,Floor 1,2
PRJ-2024-003,9ac0dd20,2024-06-07,EMP-8825,Apprentice 4th Year,PRJ-2024-003-SOV-05,8,0,52.0,1.38,Floor 1,5
PRJ-2024-003,67b5f14f,2024-06-07,EMP-3949,Journeyman Sheet Metal,PRJ-2024-003-SOV-04,8,0,72.0,1.42,Floor 1,4
PRJ-2024-003,f42dfe47,2024-06-07,EMP-3815,Helper/Laborer,PRJ-2024-003-SOV-05,6,0,32.0,1.35,Floor 2,5
PRJ-2024-003,ad3dc394,2024-06-07,EMP-2560,Foreman,PRJ-2024-003-SOV-02,8,0,85.5,1.42,Floor 1,2
PRJ-2024-003,5880879d,2024-06-07,EMP-9646,Journeyman Pipefitter,PRJ-2024-003-SOV-05,8,2,74.5,1.42,Floor 2,5
PRJ-2024-003,85771bbb,2024-06-07,EMP-7353,Controls Technician,PRJ-2024-003-SOV-03,8,2,68.0,1.4,Floor 2,3
PRJ-2024-003,f7b9917d,2024-06-07,EMP-9131,Apprentice 2nd Year,PRJ-2024-003-SOV-04,8,0,38.0,1.38,Floor 2,4
PRJ-2024-003,6e475b79,2024-06-07,EMP-3171,Journeyman Sheet Metal,PRJ-2024-003-SOV-01,8,0,72.0,1.42,Floor 1,1
PRJ-2024-003,52c5efd0,2024-06-07,EMP-6026,Apprentice 4th Year,PRJ-2024-003-SOV-05,8,0,52.0,1.38,Floor 1,5
PRJ-2024-003,27e28e46,2024-06-07,EMP-4965,Apprentice 2nd Year,PRJ-2024-003-SOV-01,8,0,38.0,1.38,Floor 1,1
PRJ-2024-003,ecd00859,2024-06-10,EMP-5326,Controls Technician,PRJ-2024-003-SOV-02,8,0,68.0,1.4,Floor 2,2
PRJ-2024-003,f01af670,2024-06-10,EMP-6789,Apprentice 2nd Year,PRJ-2024-003-SOV-01,8,0,38.0,1.38,Floor 1,1
PRJ-2024-003,3c40f5a3,2024-06-10,EMP-8583,Foreman,PRJ-2024-003-SOV-02,8,4,85.5,1.42,Floor 2,2
PRJ-2024-003,b5eea9d6,2024-06-10,EMP-9277,Apprentice 4th Year,PRJ-2024-003-SOV-02,8,4,52.0,1.38,Floor 2,2
PRJ-2024-003,98203a23,2024-06-10,EMP-8695,Helper/Laborer,PRJ-2024-003-SOV-05,8,0,32.0,1.35,Floor 2,5
PRJ-2024-003,ab747fb8,2024-06-10,EMP-4951,Insulator,PRJ-2024-003-SOV-01,8,0,58.0,1.4,Floor 2,1
PRJ-2024-003,0cf8068c,2024-06-10,EMP-8738,Journeyman Pipefitter,PRJ-2024-003-SOV-02,8,0,74.5,1.42,Floor 1,2
PRJ-2024-003,62d1b763,2024-06-11,EMP-7527,Apprentice 2nd Year,PRJ-2024-003-SOV-01,8,0,38.0,1.38,Floor 1,1
PRJ-2024-003,bdc0f00a,2024-06-11,EMP-8030,Foreman,PRJ-2024-003-SOV-03,6,0,85.5,1.42,Floor 2,3
PRJ-2024-003,261b0c39,2024-06-11,EMP-8911,Journeyman Sheet Metal,PRJ-2024-003-SOV-03,8,0,72.0,1.42,Floor 1,3
PRJ-2024-003,eeac3992,2024-06-11,EMP-1434,Controls Technician,PRJ-2024-003-SOV-02,8,0,68.0,1.4,Floor 2,2
PRJ-2024-003,92cd60e3,2024-06-11,EMP-4787,Apprentice 4th Year,PRJ-2024-003-SOV-04,8,0,52.0,1.38,Floor 1,4
PRJ-2024-003,2709ebbf,2024-06-11,EMP-4833,Journeyman Pipefitter,PRJ-2024-003-SOV-04,8,0,74.5,1.42,Floor 2,4
PRJ-2024-003,d55b7f18,2024-06-12,EMP-6338,Insulator,PRJ-2024-003-SOV-03,8,0,58.0,1.4,Floor 2,3
PRJ-2024-003,6e5b2534,2024-06-12,EMP-4200,Journeyman Sheet Metal,PRJ-2024-003-SOV-02,8,2,72.0,1.42,Floor 1,2
PRJ-2024-003,fbd9fbab,2024-06-12,EMP-4332,Controls Technician,PRJ-2024-003-SOV-02,8,4,68.0,1.4,Floor 2,2
PRJ-2024-003,4a18e922,2024-06-12,EMP-5586,Journeyman Pipefitter,PRJ-2024-003-SOV-01,8,0,74.5,1.42,Floor 1,1
PRJ-2024-003,4f154090,2024-06-12,EMP-2829,Apprentice 4th Year,PRJ-2024-003-SOV-02,8,0,52.0,1.38,Floor 1,2
PRJ-2024-003,c9429883,2024-06-12,EMP-2888,Apprentice 2nd Year,PRJ-2024-003-SOV-04,8,0,38.0,1.38,Floor 1,4
PRJ-2024-003,32c08f4f,2024-06-12,EMP-7392,Foreman,PRJ-2024-003-SOV-01,8,4,85.5,1.42,Floor 1,1
PRJ-2024-003,12a5d009,2024-06-12,EMP-2830,Helper/Laborer,PRJ-2024-003-SOV-05,8,2,32.0,1.35,Floor 1,5
PRJ-2024-003,a73ad79b,2024-06-12,EMP-6781,Journeyman Sheet Metal,PRJ-2024-003-SOV-04,8,4,72.0,1.42,Floor 2,4
PRJ-2024-003,68ab0590,2024-06-12,EMP-3833,Apprentice 2nd Year,PRJ-2024-003-SOV-03,8,0,38.0,1.38,Floor 1,3
PRJ-2024-003,b3550704,2024-06-12,EMP-4378,Apprentice 4th Year,PRJ-2024-003-SOV-02,8,0,52.0,1.38,Floor 1,2
PRJ-2024-003,c6d52be1,2024-06-13,EMP-1475,Journeyman Pipefitter,PRJ-2024-003-SOV-01,6,0,74.5,1.42,Floor 2,1
PRJ-2024-003,826e5855,2024-06-13,EMP-5759,Apprentice 2nd Year,PRJ-2024-003-SOV-02,8,0,38.0,1.38,Floor 2,2
PRJ-2024-003,e5eec739,2024-06-13,EMP-8292,Journeyman Sheet Metal,PRJ-2024-003-SOV-02,8,2,72.0,1.42,Floor 1,2
PRJ-2024-003,a20ab638,2024-06-13,EMP-3872,Foreman,PRJ-2024-003-SOV-05,8,0,85.5,1.42,Floor 2,5
PRJ-2024-003,607baee2,2024-06-13,EMP-6686,Helper/Laborer,PRJ-2024-003-SOV-03,8,0,32.0,1.35,Floor 1,3
PRJ-2024-003,a76f6da6,2024-06-13,EMP-3160,Apprentice 4th Year,PRJ-2024-003-SOV-01,8,0,52.0,1.38,Floor 1,1
PRJ-2024-003,578a420b,2024-06-13,EMP-6450,Controls Technician,PRJ-2024-003-SOV-03,8,0,68.0,1.4,Floor 2,3
PRJ-2024-003,6ef3417c,2024-06-14,EMP-4087,Journeyman Sheet Metal,PRJ-2024-003-SOV-03,8,0,72.0,1.42,Floor 2,3
PRJ-2024-003,93809c06,2024-06-14,EMP-9935,Apprentice 2nd Year,PRJ-2024-003-SOV-01,10,0,38.0,1.38,Floor 1,1
PRJ-2024-003,7aac3e2a,2024-06-14,EMP-4207,Helper/Laborer,PRJ-2024-003-SOV-01,8,0,32.0,1.35,Floor 2,1
PRJ-2024-003,baef895c,2024-06-14,EMP-2619,Foreman,PRJ-2024-003-SOV-02,8,0,85.5,1.42,Floor 1,2
PRJ-2024-003,c2fa75c3,2024-06-14,EMP-6456,Insulator,PRJ-2024-003-SOV-02,8,0,58.0,1.4,Floor 2,2
PRJ-2024-003,9fe36d37,2024-06-14,EMP-9703,Apprentice 4th Year,PRJ-2024-003-SOV-02,8,0,52.0,1.38,Floor 2,2
PRJ-2024-003,326f1c3f,2024-06-14,EMP-8559,Controls Technician,PRJ-2024-003-SOV-05,8,2,68.0,1.4,Floor 2,5
PRJ-2024-003,bc82a066,2024-06-14,EMP-4133,Journeyman Pipefitter,PRJ-2024-003-SOV-03,8,2,74.5,1.42,Floor 2,3
PRJ-2024-003,3e571a16,2024-06-14,EMP-2854,Apprentice 4th Year,PRJ-2024-003-SOV-05,10,0,52.0,1.38,Floor 2,5
PRJ-2024-003,aafa6c49,2024-06-14,EMP-2287,Journeyman Sheet Metal,PRJ-2024-003-SOV-04,4,0,72.0,1.42,Floor 1,4
PRJ-2024-003,f9d9f2af,2024-06-14,EMP-9765,Apprentice 2nd Year,PRJ-2024-003-SOV-03,8,0,38.0,1.38,Floor 1,3
PRJ-2024-003,359f04d7,2024-06-14,EMP-8527,Journeyman Sheet Metal,PRJ-2024-003-SOV-01,8,4,72.0,1.42,Floor 1,1
PRJ-2024-003,513f796a,2024-06-17,EMP-4326,Foreman,PRJ-2024-003-SOV-01,8,0,85.5,1.42,Floor 2,1
PRJ-2024-003,767bec80,2024-06-17,EMP-6562,Apprentice 4th Year,PRJ-2024-003-SOV-02,8,0,52.0,1.38,Floor 1,2
PRJ-2024-003,72d3cab2,2024-06-17,EMP-6214,Insulator,PRJ-2024-003-SOV-02,8,0,58.0,1.4,Floor 1,2
PRJ-2024-003,56a55470,2024-06-17,EMP-5446,Journeyman Pipefitter,PRJ-2024-003-SOV-03,8,0,74.5,1.42,Floor 1,3
PRJ-2024-003,3a4d9849,2024-06-17,EMP-3609,Journeyman Sheet Metal,PRJ-2024-003-SOV-03,8,0,72.0,1.42,Floor 2,3
PRJ-2024-003,b6d2b288,2024-06-17,EMP-8894,Controls Technician,PRJ-2024-003-SOV-01,8,2,68.0,1.4,Floor 1,1
PRJ-2024-003,af3d9c72,2024-06-17,EMP-1622,Apprentice 2nd Year,PRJ-2024-003-SOV-05,8,0,38.0,1.38,Floor 2,5
PRJ-2024-003,238f25f1,2024-06-17,EMP-6971,Helper/Laborer,PRJ-2024-003-SOV-01,8,0,32.0,1.35,Floor 2,1
PRJ-2024-003,1620dd51,2024-06-18,EMP-4061,Apprentice 4th Year,PRJ-2024-003-SOV-05,4,0,52.0,1.38,Floor 1,5
PRJ-2024-003,620942c6,2024-06-18,EMP-7275,Apprentice 2nd Year,PRJ-2024-003-SOV-03,8,0,38.0,1.38,Floor 1,3
PRJ-2024-003,529a833e,2024-06-18,EMP-1006,Journeyman Pipefitter,PRJ-2024-003-SOV-04,8,4,74.5,1.42,Floor 1,4
PRJ-2024-003,cd13cae5,2024-06-18,EMP-2394,Helper/Laborer,PRJ-2024-003-SOV-03,8,0,32.0,1.35,Floor 2,3
PRJ-2024-003,513dd24a,2024-06-18,EMP-5503,Controls Technician,PRJ-2024-003-SOV-01,8,0,68.0,1.4,Floor 2,1
PRJ-2024-003,d7a672ef,2024-06-18,EMP-2277,Insulator,PRJ-2024-003-SOV-02,8,0,58.0,1.4,Floor 2,2
PRJ-2024-003,71c23bfa,2024-06-18,EMP-7737,Foreman,PRJ-2024-003-SOV-02,8,0,85.5,1.42,Floor 1,2
PRJ-2024-003,fd39abbb,2024-06-18,EMP-3052,Journeyman Sheet Metal,PRJ-2024-003-SOV-01,4,0,72.0,1.42,Floor 1,1
PRJ-2024-003,3cca93c5,2024-06-18,EMP-6325,Journeyman Sheet Metal,PRJ-2024-003-SOV-04,8,0,72.0,1.42,Floor 2,4
PRJ-2024-003,fb4c6d49,2024-06-18,EMP-6054,Journeyman Pipefitter,PRJ-2024-003-SOV-03,8,0,74.5,1.42,Floor 1,3
PRJ-2024-003,873994c4,2024-06-18,EMP-3950,Apprentice 4th Year,PRJ-2024-003-SOV-04,8,0,52.0,1.38,Floor 2,4
PRJ-2024-003,b268c7fa,2024-06-18,EMP-5739,Journeyman Pipefitter,PRJ-2024-003-SOV-01,8,0,74.5,1.42,Floor 2,1
PRJ-2024-003,c7b4a506,2024-06-19,EMP-9447,Helper/Laborer,PRJ-2024-003-SOV-01,8,0,32.0,1.35,Floor 2,1
PRJ-2024-003,497e578c,2024-06-19,EMP-9105,Apprentice 2nd Year,PRJ-2024-003-SOV-02,8,0,38.0,1.38,Floor 2,2
PRJ-2024-003,a2f00b95,2024-06-19,EMP-6153,Controls Technician,PRJ-2024-003-SOV-04,8,0,68.0,1.4,Floor 2,4
PRJ-2024-003,99bea5b9,2024-06-19,EMP-4719,Foreman,PRJ-2024-003-SOV-05,8,0,85.5,1.42,Floor 2,5
PRJ-2024-003,88f9e0df,2024-06-19,EMP-2602,Apprentice 4th Year,PRJ-2024-003-SOV-02,8,4,52.0,1.38,Floor 1,2
PRJ-2024-003,953ae394,2024-06-19,EMP-1939,Journeyman Pipefitter,PRJ-2024-003-SOV-01,8,0,74.5,1.42,Floor 1,1
PRJ-2024-003,8ca3c338,2024-06-19,EMP-8379,Insulator,PRJ-2024-003-SOV-05,8,0,58.0,1.4,Floor 1,5
PRJ-2024-003,26fa9855,2024-06-19,EMP-5966,Journeyman Sheet Metal,PRJ-2024-003-SOV-04,8,2,72.0,1.42,Floor 2,4
PRJ-2024-003,a3ea1ae5,2024-06-19,EMP-3029,Journeyman Pipefitter,PRJ-2024-003-SOV-02,8,0,74.5,1.42,Floor 2,2
PRJ-2024-003,aaef55f3,2024-06-19,EMP-7619,Apprentice 2nd Year,PRJ-2024-003-SOV-05,8,0,38.0,1.38,Floor 2,5
PRJ-2024-003,1256acea,2024-06-19,EMP-7952,Apprentice 4th Year,PRJ-2024-003-SOV-02,8,0,52.0,1.38,Floor 1,2
PRJ-2024-003,49ca856a,2024-06-19,EMP-3001,Apprentice 2nd Year,PRJ-2024-003-SOV-04,8,0,38.0,1.38,Floor 2,4
PRJ-2024-003,0acb9584,2024-06-20,EMP-4997,Foreman,PRJ-2024-003-SOV-03,8,2,85.5,1.42,Floor 1,3
PRJ-2024-003,0e1405c6,2024-06-20,EMP-4615,Helper/Laborer,PRJ-2024-003-SOV-04,8,0,32.0,1.35,Floor 2,4
PRJ-2024-003,9b4e7606,2024-06-20,EMP-9408,Insulator,PRJ-2024-003-SOV-05,8,2,58.0,1.4,Floor 1,5
PRJ-2024-003,e156de6d,2024-06-20,EMP-1820,Apprentice 4th Year,PRJ-2024-003-SOV-01,8,0,52.0,1.38,Floor 2,1
PRJ-2024-003,795f6ccb,2024-06-20,EMP-5064,Journeyman Pipefitter,PRJ-2024-003-SOV-01,8,0,74.5,1.42,Floor 1,1
PRJ-2024-003,dd4d6486,2024-06-20,EMP-5680,Journeyman Sheet Metal,PRJ-2024-003-SOV-02,6,0,72.0,1.42,Floor 2,2
PRJ-2024-003,25b34b74,2024-06-20,EMP-6808,Controls Technician,PRJ-2024-003-SOV-05,8,0,68.0,1.4,Floor 2,5
PRJ-2024-003,9725d401,2024-06-20,EMP-7480,Apprentice 2nd Year,PRJ-2024-003-SOV-05,8,0,38.0,1.38,Floor 2,5
PRJ-2024-003,af2c951c,2024-06-20,EMP-3736,Journeyman Pipefitter,PRJ-2024-003-SOV-03,8,0,74.5,1.42,Floor 1,3
PRJ-2024-003,c1f5758c,2024-06-20,EMP-9960,Journeyman Pipefitter,PRJ-2024-003-SOV-05,8,0,74.5,1.42,Floor 2,5
PRJ-2024-003,a5b1fc07,2024-06-20,EMP-9551,Journeyman Sheet Metal,PRJ-2024-003-SOV-05,8,0,72.0,1.42,Floor 2,5
PRJ-2024-003,4c0a12ff,2024-06-20,EMP-9398,Apprentice 2nd Year,PRJ-2024-003-SOV-02,8,0,38.0,1.38,Floor 1,2
PRJ-2024-003,9c16929b,2024-06-21,EMP-6098,Controls Technician,PRJ-2024-003-SOV-01,8,0,68.0,1.4,Floor 2,1
PRJ-2024-003,a3bb2cff,2024-06-21,EMP-8820,Insulator,PRJ-2024-003-SOV-02,8,0,58.0,1.4,Floor 2,2
PRJ-2024-003,bd615e10,2024-06-21,EMP-9869,Foreman,PRJ-2024-003-SOV-01,8,0,85.5,1.42,Floor 1,1
PRJ-2024-003,1c144386,2024-06-21,EMP-8906,Apprentice 4th Year,PRJ-2024-003-SOV-02,8,0,52.0,1.38,Floor 2,2
PRJ-2024-003,439283f4,2024-06-21,EMP-5345,Helper/Laborer,PRJ-2024-003-SOV-02,8,0,32.0,1.35,Floor 1,2
PRJ-2024-003,bd047bba,2024-06-21,EMP-1314,Journeyman Pipefitter,PRJ-2024-003-SOV-03,8,0,74.5,1.42,Floor 2,3
PRJ-2024-003,43c8c141,2024-06-21,EMP-9915,Apprentice 2nd Year,PRJ-2024-003-SOV-05,8,4,38.0,1.38,Floor 2,5
PRJ-2024-003,c8ebc6d4,2024-06-24,EMP-4648,Insulator,PRJ-2024-003-SOV-05,8,0,58.0,1.4,Floor 2,5
PRJ-2024-003,aee75abf,2024-06-24,EMP-8274,Apprentice 2nd Year,PRJ-2024-003-SOV-02,8,0,38.0,1.38,Floor 1,2
PRJ-2024-003,398d2225,2024-06-24,EMP-6950,Journeyman Sheet Metal,PRJ-2024-003-SOV-01,8,0,72.0,1.42,Floor 2,1
PRJ-2024-003,9f0d30b4,2024-06-24,EMP-9844,Foreman,PRJ-2024-003-SOV-01,8,0,85.5,1.42,Floor 1,1
PRJ-2024-003,736bbf96,2024-06-24,EMP-6613,Journeyman Pipefitter,PRJ-2024-003-SOV-04,8,0,74.5,1.42,Floor 2,4
PRJ-2024-003,00029d2c,2024-06-24,EMP-3941,Apprentice 4th Year,PRJ-2024-003-SOV-05,8,0,52.0,1.38,Floor 2,5
PRJ-2024-003,f59d7830,2024-06-24,EMP-9187,Helper/Laborer,PRJ-2024-003-SOV-04,8,0,32.0,1.35,Floor 1,4
PRJ-2024-003,2ace2405,2024-06-24,EMP-3252,Controls Technician,PRJ-2024-003-SOV-03,8,0,68.0,1.4,Floor 2,3
PRJ-2024-003,07ce81ad,2024-06-25,EMP-6650,Controls Technician,PRJ-2024-003-SOV-05,8,0,68.0,1.4,Floor 1,5
PRJ-2024-003,a4db0cd3,2024-06-25,EMP-8905,Journeyman Sheet Metal,PRJ-2024-003-SOV-05,8,2,72.0,1.42,Floor 2,5
PRJ-2024-003,d4ea1815,2024-06-25,EMP-6163,Helper/Laborer,PRJ-2024-003-SOV-01,10,0,32.0,1.35,Floor 1,1
PRJ-2024-003,f280787e,2024-06-25,EMP-4375,Apprentice 4th Year,PRJ-2024-003-SOV-02,8,0,52.0,1.38,Floor 2,2
PRJ-2024-003,5ff6d226,2024-06-25,EMP-6865,Insulator,PRJ-2024-003-SOV-04,8,4,58.0,1.4,Floor 1,4
PRJ-2024-003,b73a0b65,2024-06-25,EMP-5298,Apprentice 2nd Year,PRJ-2024-003-SOV-04,8,0,38.0,1.38,Floor 2,4
PRJ-2024-003,799c0f9e,2024-06-25,EMP-9040,Foreman,PRJ-2024-003-SOV-04,8,0,85.5,1.42,Floor 1,4
PRJ-2024-003,a548d887,2024-06-25,EMP-2560,Journeyman Pipefitter,PRJ-2024-003-SOV-05,8,0,74.5,1.42,Floor 1,5
PRJ-2024-003,9a93a6fb,2024-06-25,EMP-2803,Journeyman Sheet Metal,PRJ-2024-003-SOV-02,4,0,72.0,1.42,Floor 1,2
PRJ-2024-003,e543da0c,2024-06-25,EMP-9390,Journeyman Pipefitter,PRJ-2024-003-SOV-01,8,0,74.5,1.42,Floor 1,1
PRJ-2024-003,873422cd,2024-06-26,EMP-3921,Journeyman Pipefitter,PRJ-2024-003-SOV-03,8,2,74.5,1.42,Floor 1,3
PRJ-2024-003,b0fd3c43,2024-06-26,EMP-1978,Foreman,PRJ-2024-003-SOV-04,8,0,85.5,1.42,Floor 2,4
PRJ-2024-003,4212317c,2024-06-26,EMP-3293,Apprentice 4th Year,PRJ-2024-003-SOV-03,8,0,52.0,1.38,Floor 2,3
PRJ-2024-003,63677cd3,2024-06-26,EMP-2076,Journeyman Sheet Metal,PRJ-2024-003-SOV-04,8,0,72.0,1.42,Floor 1,4
PRJ-2024-003,05e607dd,2024-06-26,EMP-8305,Helper/Laborer,PRJ-2024-003-SOV-04,8,0,32.0,1.35,Floor 2,4
